predicted_label,no,yes
0,0.9999586,4.1663145e-05
0,0.99997336,2.6885848e-05
1,0.00018261082,0.9998174
0,0.9987832,0.0012168117
1,0.0013919598,0.9986082
0,0.9996944,0.00030543085
0,0.9998522,0.00014771079
0,0.99988467,0.000115453826
0,0.9999533,4.6979538e-05
0,0.99997336,2.6555213e-05
0,0.99996907,3.115709e-05
0,0.9999757,2.4411978e-05
1,0.00019317422,0.99980694
0,0.99990606,9.391504e-05
0,0.9999623,3.777919e-05
0,0.99995136,4.8599828e-05
0,0.99997044,2.9713721e-05
1,0.0001755791,0.99982446
0,0.99996614,3.3961882e-05
0,0.9999775,2.2532153e-05
0,0.9999609,3.922447e-05
0,0.99997336,2.6591326e-05
1,0.00019127323,0.9998088
0,0.98047626,0.019523736
0,0.99990654,9.3447525e-05
0,0.99206513,0.007934901
0,0.99978447,0.00021575231
1,0.2336952,0.7663048
0,0.9823951,0.017604893
0,0.9999586,4.1578205e-05
0,0.99942344,0.0005766917
0,0.99990994,8.996321e-05
1,0.0039954493,0.99600446
0,0.9999614,3.8698126e-05
0,0.99997705,2.3098539e-05
0,0.9999643,3.5783767e-05
0,0.99996996,3.0228342e-05
1,0.00019663476,0.99980354
0,0.9775413,0.022458768
0,0.9999004,9.976709e-05
1,0.0005443393,0.9994556
0,0.99919,0.00081003935
0,0.9998756,0.00012457918
0,0.9999638,3.6417714e-05
0,0.99997425,2.5690157e-05
0,0.9999438,5.6428427e-05
0,0.99997616,2.3873505e-05
1,0.00015566991,0.9998445
0,0.9999504,4.9870298e-05
0,0.99991363,8.653543e-05
0,0.9999075,9.269785e-05
0,0.9999666,3.348922e-05
1,0.00029307493,0.99970675
0,0.9998513,0.00014880046
0,0.9999323,6.765802e-05
0,0.9997273,0.00027263843
0,0.9999366,6.361935e-05
1,0.00033891186,0.999661
0,0.999958,4.2123793e-05
0,0.9999752,2.4722693e-05
0,0.99996996,3.0230993e-05
0,0.9999757,2.443422e-05
1,0.00015398931,0.99984604
0,0.9995862,0.00041360076
0,0.9999008,9.900079e-05
1,0.00030369565,0.99969625
0,0.9999304,6.990078e-05
0,0.9999161,8.415834e-05
0,0.99996185,3.8143502e-05
0,0.9999775,2.2605762e-05
0,0.99996704,3.282207e-05
0,0.9999781,2.2158698e-05
1,0.0001482062,0.9998517
0,0.99986315,0.00013700403
0,0.9989939,0.0010060357
0,0.9905735,0.009426546
0,0.99927384,0.0007263171
1,0.0048507554,0.9951493
0,0.99982834,0.00017151346
0,0.99991274,8.728428e-05
0,0.9987094,0.0012905705
0,0.9998297,0.00017046006
1,0.00059790193,0.99940205
0,0.99995947,4.0573388e-05
0,0.9999757,2.4356095e-05
0,0.9999718,2.8420358e-05
0,0.9999747,2.5238232e-05
1,0.00016447039,0.99983555
0,0.99981076,0.0001893252
0,0.9998308,0.00016915545
1,0.00041052655,0.9995896
0,0.9992309,0.0007690512
0,0.99988127,0.00011881818
0,0.99995565,4.453914e-05
0,0.99997705,2.2915548e-05
0,0.9999686,3.1540567e-05
0,0.99997705,2.3026134e-05
1,0.00017848273,0.9998217
0,0.99994904,5.0841292e-05
0,0.99997336,2.6650074e-05
0,0.9999609,3.900186e-05
0,0.99997336,2.6577534e-05
1,0.00017975912,0.9998202
1,0.00019050353,0.99980974
0,0.9999652,3.501637e-05
0,0.99990606,9.401012e-05
0,0.9999666,3.3209944e-05
0,0.9998688,0.00013101123
1,0.00031666236,0.99968344
0,0.99995613,4.375614e-05
0,0.9999409,5.926261e-05
0,0.99996334,3.6982885e-05
0,0.9998756,0.0001247129
0,0.9999175,8.276198e-05
0,0.9999647,3.5383913e-05
0,0.9999495,5.0720606e-05
0,0.9999718,2.8175962e-05
1,0.00018096695,0.9998193
0,0.99996704,3.2827265e-05
0,0.9999775,2.2683245e-05
0,0.99994564,5.4605687e-05
0,0.9999747,2.5256748e-05
1,0.0001591395,0.9998408
0,0.9999623,3.7798076e-05
0,0.9999538,4.6304987e-05
0,0.9999471,5.3095104e-05
0,0.99996185,3.8193877e-05
1,0.00019365862,0.99980646
0,0.8855825,0.114417434
0,0.9569245,0.04307545
1,0.026221354,0.97377867
0,0.99349153,0.006508514
0,0.99861604,0.0013839946
0,0.99778235,0.0022175591
0,0.96917176,0.030828271
1,0.039893556,0.96010655
0,0.9976531,0.0023469776
0,0.9894488,0.010551071
0,0.9997506,0.00024916773
0,0.99916613,0.00083388854
1,0.0026112406,0.99738866
0,0.9991262,0.00087387435
0,0.9999366,6.358411e-05
0,0.9999647,3.5427573e-05
0,0.9999781,2.1960044e-05
0,0.9999543,4.5887184e-05
0,0.99997616,2.3716744e-05
1,0.00018489451,0.9998149
0,0.9996801,0.00032008297
0,0.99987406,0.00012589715
1,0.004967471,0.99503255
0,0.99986035,0.0001397687
0,0.99992037,7.972709e-05
0,0.99983495,0.00016523793
0,0.9999643,3.5819758e-05
0,0.9997626,0.00023732753
0,0.9999471,5.2882562e-05
1,0.0005113197,0.99948865
0,0.999957,4.30111e-05
0,0.99997663,2.3579738e-05
0,0.9999675,3.2638345e-05
0,0.9999747,2.5396426e-05
1,0.00018689549,0.9998131
0,0.9999366,6.348037e-05
0,0.9999675,3.249343e-05
0,0.9999538,4.625816e-05
0,0.9999709,2.931796e-05
1,0.00018495713,0.9998149
0,0.99995947,4.082685e-05
0,0.99997705,2.3113345e-05
0,0.9999718,2.822179e-05
0,0.99997705,2.3069613e-05
1,0.00015298765,0.99984694
0,0.9999547,4.5167155e-05
0,0.99997336,2.6967791e-05
0,0.9999623,3.7593523e-05
0,0.99997425,2.5922109e-05
1,0.00017162276,0.99982834
1,0.00022245842,0.9997774
0,0.9999404,5.987615e-05
0,0.9998965,0.00010360481
0,0.9999547,4.5271303e-05
0,0.99993086,6.9235604e-05
0,0.999958,4.2157473e-05
0,0.99997425,2.5903797e-05
0,0.99996907,3.12879e-05
0,0.99997616,2.3800785e-05
1,0.00015272104,0.9998474
0,0.99991995,8.038628e-05
0,0.99996275,3.7183727e-05
0,0.9999509,4.8963913e-05
0,0.9999714,2.8613722e-05
1,0.00015883897,0.9998413
0,0.99996614,3.4037657e-05
0,0.9999781,2.1800872e-05
0,0.99997276,2.7275584e-05
0,0.99997705,2.3035644e-05
1,0.00020829665,0.9997917
0,0.9943026,0.0056973933
0,0.99997044,2.9481309e-05
0,0.9999586,4.147096e-05
0,0.99997044,2.9478975e-05
1,0.0041706576,0.9958292
1,0.00023934682,0.9997606
0,0.9999686,3.175156e-05
0,0.99995226,4.7756555e-05
0,0.99996704,3.3051303e-05
0,0.99976873,0.0002311792
0,0.99959195,0.00040784298
0,0.99997705,2.3175811e-05
0,0.99996996,3.0311941e-05
0,0.99997336,2.6819213e-05
1,0.00092425407,0.99907583
0,0.999897,0.00010314903
0,0.99996996,2.9880699e-05
0,0.99996185,3.841657e-05
0,0.9999718,2.8132361e-05
1,0.00023167205,0.99976826
0,0.9999623,3.753685e-05
0,0.9999786,2.1704614e-05
0,0.9999709,2.9102543e-05
0,0.99997616,2.3693461e-05
1,0.00016032938,0.9998397
1,0.00042245214,0.99957764
0,0.9999004,9.95332e-05
0,0.9999175,8.241872e-05
0,0.99993515,6.490997e-05
0,0.99993134,6.852244e-05
0,0.9998941,0.0001058023
0,0.99997336,2.6953005e-05
0,0.9999547,4.519913e-05
0,0.99996704,3.2852946e-05
1,0.00023921403,0.9997606
0,0.9999504,4.9569106e-05
0,0.99997705,2.2874152e-05
0,0.99996996,3.0033916e-05
0,0.99997383,2.6476846e-05
1,0.00020721446,0.99979264
0,0.99990994,9.030765e-05
0,0.9999714,2.8450162e-05
0,0.99995947,4.0619307e-05
0,0.99997044,2.9806755e-05
1,0.00020746716,0.99979264
0,0.99995905,4.117006e-05
0,0.99997616,2.399377e-05
0,0.9999686,3.13785e-05
0,0.99997383,2.6167483e-05
1,0.00018123657,0.9998188
0,0.99993706,6.290977e-05
0,0.99996567,3.4268127e-05
0,0.9999623,3.78275e-05
0,0.99997425,2.557975e-05
1,0.00017305111,0.9998269
1,0.00022306514,0.9997769
0,0.99995184,4.8409343e-05
0,0.99993086,6.917146e-05
0,0.9999432,5.6813544e-05
0,0.9999247,7.5316115e-05
0,0.99995905,4.1266798e-05
0,0.9999757,2.4517925e-05
0,0.9999675,3.2360702e-05
0,0.9999752,2.4702023e-05
1,0.00016414931,0.999836
0,0.9999213,7.8728845e-05
0,0.9999638,3.6062054e-05
0,0.99994904,5.091645e-05
0,0.9999718,2.8400525e-05
1,0.0001655354,0.9998345
0,0.9999623,3.7960745e-05
0,0.9999757,2.4438998e-05
0,0.9999695,3.0418045e-05
0,0.9999757,2.4152501e-05
1,0.00016260355,0.9998374
0,0.99995613,4.3761313e-05
0,0.99996907,3.1195807e-05
0,0.9999614,3.8612303e-05
0,0.9999723,2.7565615e-05
1,0.00015848127,0.9998417
0,0.97167116,0.028328914
1,0.007829954,0.99216986
0,0.9998904,0.00010975647
0,0.999897,0.00010323958
0,0.99991316,8.692824e-05
0,0.9999586,4.1447795e-05
0,0.9999752,2.5030438e-05
0,0.9999695,3.0600884e-05
0,0.99997616,2.3866018e-05
1,0.00014613826,0.999854
0,0.9999227,7.7531404e-05
0,0.9999647,3.533984e-05
0,0.9999538,4.6316025e-05
0,0.9999714,2.8521039e-05
1,0.00015038258,0.99984974
0,0.99995995,4.0023824e-05
0,0.99997705,2.2857796e-05
0,0.99997044,2.955267e-05
0,0.9999781,2.1956064e-05
1,0.00014513616,0.9998551
0,0.9999609,3.8991486e-05
0,0.9999775,2.228779e-05
0,0.99996614,3.407485e-05
0,0.99997616,2.3669587e-05
1,0.00016736885,0.99983263
0,0.999958,4.205997e-05
0,0.99997336,2.6819906e-05
0,0.9999638,3.6069312e-05
0,0.9999747,2.512536e-05
1,0.00015992392,0.9998403
0,0.9999623,3.7853486e-05
0,0.99997663,2.3452087e-05
0,0.99996996,2.992125e-05
0,0.99997705,2.281685e-05
1,0.00015604582,0.999844
1,0.0002843976,0.9997156
0,0.9999647,3.5527723e-05
0,0.999929,7.132623e-05
0,0.99995613,4.4094275e-05
0,0.9999223,7.782498e-05
0,0.9999533,4.6815177e-05
0,0.99997705,2.315264e-05
0,0.99997044,2.9569836e-05
0,0.99997663,2.3598635e-05
1,0.00019878725,0.9998012
0,0.999958,4.2255324e-05
0,0.9999709,2.9155352e-05
0,0.99996567,3.4440032e-05
0,0.99997276,2.735428e-05
1,0.00017226342,0.99982786
1,0.0002251206,0.99977493
0,0.9999638,3.637093e-05
0,0.99992317,7.705749e-05
0,0.9999647,3.526543e-05
0,0.9999409,5.8956066e-05
0,0.9999586,4.1750412e-05
0,0.99997383,2.6101387e-05
0,0.9999695,3.0625586e-05
0,0.9999757,2.4178038e-05
1,0.00016068786,0.99983925
0,0.99991363,8.6511005e-05
0,0.9999686,3.135454e-05
0,0.99995613,4.4024102e-05
0,0.9999718,2.8241928e-05
1,0.00017531338,0.99982446
0,0.99995995,4.0129922e-05
0,0.9999775,2.240968e-05
0,0.9999695,3.0759642e-05
0,0.9999747,2.5447993e-05
1,0.00016231631,0.9998379
0,0.9999432,5.682075e-05
0,0.99990225,9.7710516e-05
0,0.99994797,5.187763e-05
0,0.9999466,5.3302305e-05
1,0.0003325636,0.9996672
1,0.0011283318,0.99887174
0,0.9996406,0.0003596398
0,0.99992514,7.473286e-05
0,0.9992343,0.0007657437
0,0.99988884,0.00011106252
0,0.999957,4.3033666e-05
0,0.99997705,2.295759e-05
0,0.9999709,2.927686e-05
0,0.99997336,2.6606596e-05
1,0.00016370861,0.9998365
0,0.9998947,0.00010528232
0,0.99996614,3.391974e-05
0,0.9999543,4.5605535e-05
0,0.9999686,3.1549866e-05
1,0.00022883392,0.99977106
0,0.9999609,3.9010527e-05
0,0.9999752,2.4928526e-05
0,0.9999681,3.2086857e-05
0,0.99997663,2.349892e-05
1,0.0001617125,0.99983835
0,0.99994993,5.000798e-05
0,0.9999714,2.8488172e-05
0,0.9999538,4.618296e-05
0,0.99997276,2.7028093e-05
1,0.0001829242,0.99981695
0,0.9999142,8.6096596e-05
0,0.9998197,0.00018020798
0,0.9999152,8.4757754e-05
0,0.9999504,4.9794966e-05
1,0.00017776062,0.99982214
0,0.9998431,0.00015700911
0,0.8855933,0.11440672
0,0.9988265,0.0011735263
0,0.999466,0.0005341622
0,0.9998832,0.00011693994
0,0.99988794,0.00011230227
0,0.9999461,5.387849e-05
0,0.9999418,5.819801e-05
0,0.9999681,3.1843443e-05
1,0.00016149611,0.99983835
0,0.9999638,3.6472808e-05
0,0.99997663,2.3456649e-05
0,0.9999714,2.8777731e-05
0,0.99997705,2.2925582e-05
1,0.00013994222,0.99986035
0,0.99991363,8.627808e-05
0,0.9999752,2.4736064e-05
0,0.9999586,4.130562e-05
0,0.9999723,2.7644857e-05
1,0.00018329878,0.99981695
1,0.0011956521,0.9988044
0,0.9999666,3.336655e-05
0,0.99990886,9.094931e-05
0,0.99996275,3.723827e-05
0,0.9980538,0.0019460643
0,0.99996275,3.728952e-05
0,0.9999752,2.4732244e-05
0,0.9999714,2.8685881e-05
0,0.99997616,2.3861738e-05
1,0.00015354337,0.9998465
1,0.00060529605,0.99939466
0,0.9999586,4.1701784e-05
0,0.9998865,0.00011368339
0,0.9999375,6.2422114e-05
0,0.9999418,5.8411864e-05
0,0.9999614,3.8555267e-05
0,0.99997616,2.3756702e-05
0,0.9999709,2.9224195e-05
0,0.9999775,2.2524287e-05
1,0.00015731365,0.99984264
0,0.99992996,6.991718e-05
0,0.99997705,2.313915e-05
0,0.99996275,3.7121972e-05
0,0.9999752,2.4942105e-05
1,0.0001825067,0.9998174
1,0.00020808363,0.99979216
0,0.9999643,3.5801997e-05
0,0.99993706,6.296343e-05
0,0.99996567,3.4324974e-05
0,0.99990654,9.367201e-05
0,0.99995613,4.3809003e-05
0,0.9999723,2.7588283e-05
0,0.9999686,3.154794e-05
0,0.99997663,2.3504706e-05
1,0.00015056295,0.99984926
0,0.99992704,7.297996e-05
0,0.99996275,3.728852e-05
0,0.99995136,4.864565e-05
0,0.9999723,2.7652399e-05
1,0.000151938,0.9998479
0,0.9999652,3.4771245e-05
0,0.9999775,2.266504e-05
0,0.9999638,3.620882e-05
0,0.9999718,2.8388773e-05
1,0.0001422591,0.9998579
0,0.99994993,4.9944683e-05
0,0.9999718,2.8313663e-05
0,0.99995226,4.7672012e-05
0,0.9999652,3.484846e-05
1,0.0001640817,0.999836
1,0.00060536474,0.99939466
0,0.9997096,0.0002905863
0,0.99982446,0.00017537459
0,0.99835545,0.0016444295
0,0.99981016,0.00018983522
0,0.9999547,4.526211e-05
0,0.9999752,2.5066483e-05
0,0.99996907,3.081502e-05
0,0.9999681,3.1817763e-05
1,0.00015212997,0.9998479
0,0.9998688,0.00013103773
0,0.99995184,4.8010177e-05
1,0.00039260305,0.99960744
0,0.99226546,0.007734416
0,0.99994564,5.461829e-05
0,0.9999652,3.4903005e-05
0,0.99997663,2.3544122e-05
0,0.9999709,2.9093218e-05
0,0.99997616,2.3928325e-05
1,0.00013692123,0.99986315
0,0.9999575,4.26621e-05
0,0.99997276,2.744783e-05
0,0.99993706,6.301413e-05
0,0.99997383,2.64269e-05
1,0.00018662549,0.99981356
0,0.9998941,0.00010597256
0,0.99995613,4.3816814e-05
0,0.9998436,0.0001566742
0,0.99996185,3.7996026e-05
1,0.00026868843,0.99973106
0,0.999957,4.2873944e-05
0,0.99997425,2.5994195e-05
0,0.9999547,4.5410667e-05
0,0.9999747,2.5185143e-05
1,0.00016128663,0.9998388
0,0.9993005,0.00069960504
0,0.9999438,5.6249406e-05
1,0.00043076513,0.9995693
0,0.99996334,3.6870373e-05
0,0.9998551,0.00014509175
0,0.9999604,3.9482795e-05
0,0.99997663,2.3288718e-05
0,0.9999675,3.2379532e-05
0,0.9999775,2.227536e-05
1,0.000142226,0.9998579
0,0.9999586,4.1485484e-05
0,0.99996567,3.4165307e-05
0,0.9999504,4.9539663e-05
0,0.9999718,2.8239507e-05
1,0.00017192663,0.99982834
0,0.9999395,6.0636285e-05
0,0.9999647,3.5470573e-05
0,0.9999256,7.4360614e-05
0,0.9999566,4.351623e-05
1,0.00019115943,0.9998088
0,0.9996198,0.00038018514
0,0.9996782,0.00032201034
1,0.025014315,0.9749857
0,0.99984217,0.0001577874
1,0.0031342371,0.9968657
0,0.9994651,0.00053483865
0,0.9999084,9.151519e-05
1,0.00028778732,0.9997122
0,0.99975735,0.0002428451
0,0.99993473,6.535127e-05
0,0.99996275,3.739853e-05
0,0.99997663,2.3217577e-05
0,0.9999614,3.8572627e-05
0,0.99997705,2.3069962e-05
1,0.00015626906,0.9998436
0,0.99992746,7.2397655e-05
0,0.99980783,0.00019225493
0,0.9997969,0.00020298887
0,0.99996185,3.8228314e-05
1,0.0003181644,0.99968195
0,0.99993426,6.575507e-05
0,0.9999533,4.6827678e-05
0,0.99989945,0.000100462916
0,0.99996185,3.8052192e-05
1,0.00019614743,0.999804
0,0.9998865,0.000113709524
0,0.99992514,7.5140204e-05
1,0.00026867024,0.9997315
0,0.99969715,0.00030268653
0,0.9999142,8.598591e-05
0,0.99963623,0.00036396677
0,0.9996296,0.00037039028
0,0.9998231,0.00017685849
0,0.9999261,7.4200085e-05
1,0.00039635305,0.9996038
0,0.9999647,3.5463807e-05
0,0.99997383,2.6394835e-05
0,0.999957,4.3033626e-05
0,0.9999638,3.6166475e-05
1,0.00024321827,0.9997569
0,0.99317175,0.0068281535
1,0.14242193,0.857578
0,0.9988949,0.0011052883
0,0.9980226,0.001977443
0,0.9999042,9.6058226e-05
0,0.99995226,4.784554e-05
0,0.9999675,3.225022e-05
0,0.9999566,4.3450418e-05
0,0.99992365,7.613491e-05
1,0.0002015362,0.9997983
0,0.99995905,4.111191e-05
0,0.9999747,2.5411206e-05
0,0.9999686,3.1719297e-05
0,0.9999604,3.9563114e-05
1,0.00020777844,0.99979216
0,0.9997983,0.00020170215
0,0.9999538,4.6143905e-05
0,0.99993134,6.887281e-05
0,0.9998936,0.00010650914
1,0.0005872367,0.9994128
0,0.99988127,0.00011888992
0,0.99997705,2.3137605e-05
0,0.9999586,4.175933e-05
0,0.99997044,2.9440567e-05
1,0.00043412668,0.9995657
1,0.0004423021,0.9995576
0,0.9999504,4.973005e-05
0,0.99991995,8.006486e-05
0,0.99993086,6.935542e-05
0,0.99992514,7.492596e-05
0,0.999939,6.098169e-05
0,0.99997336,2.6674992e-05
0,0.9999575,4.243167e-05
0,0.99996907,3.11867e-05
1,0.0001798488,0.9998202
0,0.9999395,6.0531303e-05
0,0.9999757,2.429731e-05
0,0.99996704,3.307306e-05
0,0.9999723,2.7609602e-05
1,0.00017685664,0.9998231
0,0.99990654,9.3412775e-05
0,0.99997044,2.9800418e-05
0,0.99994797,5.2147465e-05
0,0.9999686,3.150612e-05
1,0.00019355559,0.99980646
0,0.99996275,3.738295e-05
0,0.99997705,2.3178862e-05
0,0.99997044,2.9391224e-05
0,0.99997663,2.3630277e-05
1,0.00016269772,0.9998374
0,0.99994797,5.1927025e-05
0,0.9999566,4.356702e-05
0,0.99995905,4.1301206e-05
0,0.9999666,3.331307e-05
1,0.00022024318,0.9997797
1,0.010578748,0.9894212
0,0.9851831,0.014816841
0,0.999816,0.00018390144
0,0.9997997,0.00020033852
0,0.9993257,0.0006741305
1,0.0015852021,0.9984148
0,0.99337846,0.0066215326
0,0.99993706,6.295935e-05
0,0.9997421,0.00025773703
0,0.999907,9.30896e-05
1,0.0003101933,0.9996898
0,0.9999586,4.177152e-05
0,0.9998131,0.00018685237
0,0.99994224,5.7757778e-05
0,0.9999042,9.5743526e-05
1,0.06525112,0.9347487
0,0.9998293,0.00017084088
1,0.013047757,0.98695225
0,0.99205184,0.007948143
0,0.9996767,0.00032339088
1,0.014551856,0.9854483
0,0.9998474,0.00015247594
0,0.988209,0.011790984
0,0.99796456,0.002035459
1,0.17765996,0.82233995
0,0.99988747,0.000112779446
0,0.99997383,2.6103029e-05
0,0.99982786,0.0001722143
0,0.99993086,6.919548e-05
1,0.00023991152,0.99976015
0,0.9752472,0.024752675
0,0.9995045,0.00049568614
1,0.14558238,0.8544176
0,0.9981232,0.0018767318
0,0.99882436,0.0011756171
0,0.9999036,9.642158e-05
0,0.99996907,3.12859e-05
0,0.99994856,5.1790827e-05
0,0.999957,4.2918866e-05
1,0.0002528498,0.99974734
0,0.9999647,3.5508143e-05
0,0.99997705,2.2821989e-05
0,0.9999752,2.5035139e-05
0,0.9999795,2.0484556e-05
1,0.00013940383,0.9998608
0,0.9998622,0.0001378992
1,0.00031961384,0.9996802
0,0.99994135,5.875036e-05
0,0.99994224,5.753271e-05
0,0.99988174,0.00011840462
0,0.9999652,3.4752284e-05
0,0.99997425,2.6040223e-05
0,0.99996704,3.278168e-05
0,0.9999747,2.51016e-05
1,0.00016048373,0.9998397
0,0.9999638,3.6072237e-05
0,0.99997705,2.2832326e-05
0,0.99997276,2.7340197e-05
0,0.99997705,2.2975179e-05
1,0.0001486474,0.9998513
0,0.9999566,4.357832e-05
0,0.9999675,3.2457938e-05
0,0.99996614,3.400693e-05
0,0.9999747,2.5194466e-05
1,0.00014432223,0.9998556
0,0.99995947,4.0623647e-05
0,0.99997663,2.3644545e-05
0,0.9999647,3.5112134e-05
0,0.9999586,4.141334e-05
1,0.00014736284,0.99985266
0,0.9999547,4.514511e-05
0,0.9999752,2.5018793e-05
0,0.99996185,3.8279242e-05
0,0.9999675,3.2690925e-05
1,0.00016289146,0.9998369
0,0.99976826,0.00023158458
0,0.99995226,4.7597958e-05
0,0.99990517,9.476154e-05
0,0.99966395,0.00033620247
1,0.00017801051,0.99982214
0,0.9979329,0.0020670672
0,0.99994797,5.1890886e-05
0,0.9998445,0.000155683
1,0.0005640904,0.99943584
0,0.9998899,0.00011039388
0,0.9999075,9.273128e-05
0,0.9999666,3.3270368e-05
0,0.99995184,4.807203e-05
0,0.99996567,3.459086e-05
1,0.00015499945,0.99984497
0,0.9999681,3.1787735e-05
0,0.9999795,2.0789887e-05
0,0.9999623,3.7738573e-05
0,0.99997705,2.2744722e-05
1,0.0001452504,0.9998545
0,0.9999404,5.971386e-05
0,0.9999643,3.589663e-05
0,0.99990517,9.471258e-05
0,0.9999643,3.574782e-05
1,0.0002569693,0.99974304
0,0.9998231,0.00017711117
0,0.99988514,0.00011491644
1,0.00026530446,0.9997347
0,0.9995653,0.00043471705
0,0.9999142,8.570502e-05
0,0.999957,4.3168155e-05
0,0.99997663,2.3268649e-05
0,0.9999675,3.2414075e-05
0,0.99997336,2.6663545e-05
1,0.00017085098,0.9998293
0,0.99992514,7.47802e-05
0,0.9999695,3.0459325e-05
0,0.9999427,5.7192992e-05
0,0.99996907,3.0820425e-05
1,0.00017034014,0.9998297
0,0.99996275,3.7030604e-05
0,0.99997663,2.3342616e-05
0,0.99996567,3.4457906e-05
0,0.99997616,2.3715635e-05
1,0.00014766544,0.9998522
0,0.99994904,5.1188956e-05
0,0.99958855,0.00041126914
0,0.9998765,0.00012362101
0,0.9999547,4.5311863e-05
1,0.29307222,0.70692784
0,0.99991316,8.679635e-05
0,0.7349303,0.26506972
0,0.99644625,0.0035537025
0,0.99982077,0.00017949856
0,0.9998656,0.00013446988
0,0.9999547,4.5420238e-05
0,0.9999709,2.8917071e-05
0,0.99995905,4.10461e-05
0,0.9999723,2.7696684e-05
1,0.00020598088,0.999794
0,0.9999304,6.962507e-05
0,0.9999552,4.495281e-05
0,0.9999338,6.647106e-05
0,0.9999686,3.1534826e-05
1,0.00023296193,0.9997669
0,0.99996334,3.694087e-05
0,0.9999775,2.2344995e-05
0,0.9999714,2.863365e-05
0,0.99997705,2.278895e-05
1,0.00018395303,0.999816
0,0.9999552,4.4972363e-05
0,0.99997276,2.7416489e-05
0,0.99996614,3.3722572e-05
0,0.99997425,2.5595687e-05
1,0.00016684023,0.9998331
1,0.00021267775,0.9997874
0,0.9999686,3.1354866e-05
0,0.9999427,5.7090758e-05
0,0.99996614,3.410671e-05
0,0.99992424,7.608091e-05
0,0.9999609,3.9266542e-05
0,0.9999747,2.5422718e-05
0,0.99996907,3.0950792e-05
0,0.99997705,2.3079096e-05
1,0.00015616536,0.999844
0,0.9999256,7.463984e-05
0,0.9999638,3.6175345e-05
0,0.9999504,4.9454746e-05
0,0.99997276,2.7429698e-05
1,0.00015727735,0.99984264
0,0.9999004,9.9656485e-05
0,0.9999409,5.9344053e-05
1,0.00028530083,0.99971455
0,0.9999604,3.971531e-05
0,0.99907184,0.00092815637
0,0.9999375,6.271036e-05
0,0.99996275,3.7295133e-05
0,0.99987465,0.00012530423
0,0.9999709,2.9346913e-05
1,0.00026295855,0.9997373
0,0.9999586,4.1453724e-05
0,0.9999747,2.5399333e-05
0,0.9999566,4.348342e-05
0,0.99997276,2.7374088e-05
1,0.00017289129,0.9998269
0,0.99995995,4.0143626e-05
0,0.99997616,2.3664443e-05
0,0.9999709,2.9253693e-05
0,0.99997616,2.379933e-05
1,0.0001535996,0.9998465
0,0.999897,0.00010319047
0,0.9999614,3.8806556e-05
0,0.9999018,9.811221e-05
0,0.9999681,3.198875e-05
1,0.0002145798,0.99978536
0,0.99996334,3.656953e-05
0,0.99997705,2.2955532e-05
0,0.99997044,2.9591982e-05
0,0.99997663,2.331623e-05
1,0.00014875448,0.9998513
0,0.99995947,4.0639454e-05
0,0.9999681,3.1866955e-05
0,0.9999647,3.5130626e-05
0,0.99997276,2.7405404e-05
1,0.00015513343,0.99984497
1,0.0002206203,0.9997792
0,0.9999552,4.5093988e-05
0,0.9999384,6.173901e-05
0,0.99995905,4.0958977e-05
0,0.9999261,7.382494e-05
0,0.99995565,4.4207416e-05
0,0.9999718,2.795739e-05
0,0.9999675,3.2473636e-05
0,0.99997616,2.4049876e-05
1,0.00013825462,0.9998617
0,0.9999261,7.382599e-05
0,0.9999647,3.532683e-05
0,0.9999538,4.6486843e-05
0,0.9999723,2.7916787e-05
1,0.00014408583,0.99985605
0,0.99995995,3.9954797e-05
0,0.9999781,2.2225937e-05
0,0.9999718,2.8199918e-05
0,0.99997663,2.3620361e-05
1,0.00015123225,0.99984884
0,0.9999609,3.898349e-05
0,0.99997425,2.5797739e-05
0,0.9999686,3.1319993e-05
0,0.99997425,2.568256e-05
1,0.00015708819,0.9998431
1,0.00019528139,0.9998049
0,0.99996907,3.1148356e-05
0,0.99992746,7.239986e-05
0,0.9999609,3.9063765e-05
0,0.9999366,6.358945e-05
0,0.99995565,4.4385222e-05
0,0.99997383,2.6128386e-05
0,0.99997044,2.9731891e-05
0,0.99997705,2.3023103e-05
1,0.00014853122,0.9998517
0,0.9999223,7.7791585e-05
0,0.9999681,3.1926636e-05
0,0.99995613,4.3937616e-05
0,0.99997276,2.7167873e-05
1,0.00015442006,0.99984556
0,0.9999643,3.5649024e-05
0,0.9999775,2.2508655e-05
0,0.9999718,2.8413206e-05
0,0.99997663,2.360282e-05
1,0.00015830212,0.9998417
0,0.999957,4.294384e-05
0,0.9999752,2.4663703e-05
0,0.99996567,3.4392247e-05
0,0.99997425,2.5774132e-05
1,0.00016427132,0.999836
1,0.00022874709,0.99977106
0,0.99996334,3.6795656e-05
0,0.9999113,8.898051e-05
0,0.999957,4.308015e-05
0,0.99992704,7.281783e-05
0,0.999957,4.3097487e-05
0,0.99997425,2.5773787e-05
0,0.9999695,3.0351513e-05
0,0.99997663,2.3448642e-05
1,0.00015408304,0.99984604
0,0.9999179,8.1880964e-05
0,0.9999666,3.3380682e-05
0,0.9999566,4.3420758e-05
0,0.9999723,2.7876511e-05
1,0.00015737249,0.99984264
0,0.9999623,3.777177e-05
0,0.99997663,2.3555913e-05
0,0.99997044,2.9758612e-05
0,0.99997663,2.3463363e-05
1,0.00016845229,0.99983174
0,0.99994856,5.1706233e-05
