id	original_sentence	auxiliary_sentence	label_id	label
1985	Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.	service	4	none
1986	If presentation and service is your thing, then this magic show works.	price	4	none
1986	If presentation and service is your thing, then this magic show works.	anecdotes	4	none
1986	If presentation and service is your thing, then this magic show works.	food	4	none
1986	If presentation and service is your thing, then this magic show works.	ambience	4	none
1986	If presentation and service is your thing, then this magic show works.	service	0	positive
1987	On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	price	4	none
1987	On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	anecdotes	4	none
1987	On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	food	2	negative
1987	On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	ambience	3	conflict
1987	On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	service	3	conflict
1988	For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.	price	2	negative
1988	For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.	anecdotes	4	none
1988	For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.	food	4	none
1988	For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.	ambience	4	none
1988	For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.	service	4	none
1989	The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.	price	4	none
1989	The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.	anecdotes	4	none
1989	The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.	food	4	none
1989	The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.	ambience	0	positive
1989	The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.	service	0	positive
199	Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....	price	4	none
199	Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....	anecdotes	4	none
199	Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....	food	4	none
199	Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....	ambience	1	neutral
199	Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....	service	4	none
1990	and there's no way out.	price	4	none
1990	and there's no way out.	anecdotes	1	neutral
1990	and there's no way out.	food	4	none
1990	and there's no way out.	ambience	4	none
1990	and there's no way out.	service	4	none
1991	The production is a symphony, alot of fun to experience.The food sublime for the most part.	price	4	none
1991	The production is a symphony, alot of fun to experience.The food sublime for the most part.	anecdotes	0	positive
1991	The production is a symphony, alot of fun to experience.The food sublime for the most part.	food	0	positive
1991	The production is a symphony, alot of fun to experience.The food sublime for the most part.	ambience	4	none
1991	The production is a symphony, alot of fun to experience.The food sublime for the most part.	service	4	none
1992	Everything is for sale in here including the sculptured iron statue on the table.	price	4	none
1992	Everything is for sale in here including the sculptured iron statue on the table.	anecdotes	1	neutral
1992	Everything is for sale in here including the sculptured iron statue on the table.	food	4	none
1992	Everything is for sale in here including the sculptured iron statue on the table.	ambience	4	none
1992	Everything is for sale in here including the sculptured iron statue on the table.	service	4	none
1993	Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road	price	2	negative
1993	Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road	anecdotes	4	none
1993	Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road	food	4	none
1993	Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road	ambience	4	none
1993	Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road	service	4	none
1994	I love and I know gourmet food by excellence!	price	4	none
1994	I love and I know gourmet food by excellence!	anecdotes	4	none
1994	I love and I know gourmet food by excellence!	food	0	positive
1994	I love and I know gourmet food by excellence!	ambience	4	none
1994	I love and I know gourmet food by excellence!	service	4	none
1995	Alain Ducasse is the best of everything, I mean everything was excelent.I	price	4	none
1995	Alain Ducasse is the best of everything, I mean everything was excelent.I	anecdotes	0	positive
1995	Alain Ducasse is the best of everything, I mean everything was excelent.I	food	4	none
1995	Alain Ducasse is the best of everything, I mean everything was excelent.I	ambience	4	none
1995	Alain Ducasse is the best of everything, I mean everything was excelent.I	service	4	none
1997	I am French and I really felt like home!!!	price	4	none
1997	I am French and I really felt like home!!!	anecdotes	0	positive
1997	I am French and I really felt like home!!!	food	4	none
1997	I am French and I really felt like home!!!	ambience	4	none
1997	I am French and I really felt like home!!!	service	4	none
1998	I will definetely go back again and again, that's for sure!!!	price	4	none
1998	I will definetely go back again and again, that's for sure!!!	anecdotes	0	positive
1998	I will definetely go back again and again, that's for sure!!!	food	4	none
1998	I will definetely go back again and again, that's for sure!!!	ambience	4	none
1998	I will definetely go back again and again, that's for sure!!!	service	4	none
200	Just an odd group.	price	4	none
200	Just an odd group.	anecdotes	1	neutral
200	Just an odd group.	food	4	none
200	Just an odd group.	ambience	4	none
200	Just an odd group.	service	4	none
2000	For $760 for 2 people, it's a once in a lifetime experience.	price	2	negative
2000	For $760 for 2 people, it's a once in a lifetime experience.	anecdotes	4	none
2000	For $760 for 2 people, it's a once in a lifetime experience.	food	4	none
2000	For $760 for 2 people, it's a once in a lifetime experience.	ambience	4	none
2000	For $760 for 2 people, it's a once in a lifetime experience.	service	4	none
2001	($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).	price	2	negative
2001	($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).	anecdotes	4	none
2001	($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).	food	4	none
2001	($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).	ambience	4	none
2001	($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).	service	4	none
2002	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.	price	0	positive
2002	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.	anecdotes	4	none
2002	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.	food	4	none
2002	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.	ambience	4	none
2002	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.	service	4	none
2003	Dinner took almost 4 hours without any lag time.	price	4	none
2003	Dinner took almost 4 hours without any lag time.	anecdotes	2	negative
2003	Dinner took almost 4 hours without any lag time.	food	4	none
2003	Dinner took almost 4 hours without any lag time.	ambience	4	none
2003	Dinner took almost 4 hours without any lag time.	service	4	none
2004	I would definitely go back for a very special occasion, but not for regular fine dining.	price	4	none
2004	I would definitely go back for a very special occasion, but not for regular fine dining.	anecdotes	3	conflict
2004	I would definitely go back for a very special occasion, but not for regular fine dining.	food	4	none
2004	I would definitely go back for a very special occasion, but not for regular fine dining.	ambience	4	none
2004	I would definitely go back for a very special occasion, but not for regular fine dining.	service	4	none
2005	Everything about this restaurant was special.	price	4	none
2005	Everything about this restaurant was special.	anecdotes	0	positive
2005	Everything about this restaurant was special.	food	4	none
2005	Everything about this restaurant was special.	ambience	4	none
2005	Everything about this restaurant was special.	service	4	none
2006	The service was attentive, yet discreet.	price	4	none
2006	The service was attentive, yet discreet.	anecdotes	4	none
2006	The service was attentive, yet discreet.	food	4	none
2006	The service was attentive, yet discreet.	ambience	4	none
2006	The service was attentive, yet discreet.	service	0	positive
2007	The flavors robust and subtle.	price	4	none
2007	The flavors robust and subtle.	anecdotes	4	none
2007	The flavors robust and subtle.	food	0	positive
2007	The flavors robust and subtle.	ambience	4	none
2007	The flavors robust and subtle.	service	4	none
2008	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.	price	4	none
2008	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.	anecdotes	4	none
2008	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.	food	0	positive
2008	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.	ambience	4	none
2008	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.	service	4	none
2009	I'm saving up for my next visit.	price	4	none
2009	I'm saving up for my next visit.	anecdotes	0	positive
2009	I'm saving up for my next visit.	food	4	none
2009	I'm saving up for my next visit.	ambience	4	none
2009	I'm saving up for my next visit.	service	4	none
201	Anyway, the food is good, the price is right and they have a decent wine list.	price	0	positive
201	Anyway, the food is good, the price is right and they have a decent wine list.	anecdotes	4	none
201	Anyway, the food is good, the price is right and they have a decent wine list.	food	0	positive
201	Anyway, the food is good, the price is right and they have a decent wine list.	ambience	4	none
201	Anyway, the food is good, the price is right and they have a decent wine list.	service	4	none
2010	We had a girls' night dinner here for restaurant week.	price	4	none
2010	We had a girls' night dinner here for restaurant week.	anecdotes	1	neutral
2010	We had a girls' night dinner here for restaurant week.	food	4	none
2010	We had a girls' night dinner here for restaurant week.	ambience	4	none
2010	We had a girls' night dinner here for restaurant week.	service	4	none
2011	We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.	price	4	none
2011	We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.	anecdotes	4	none
2011	We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.	food	2	negative
2011	We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.	ambience	4	none
2011	We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.	service	4	none
2012	While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.	price	4	none
2012	While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.	anecdotes	4	none
2012	While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.	food	0	positive
2012	While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.	ambience	2	negative
2012	While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.	service	4	none
2015	My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.	price	4	none
2015	My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.	anecdotes	0	positive
2015	My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.	food	4	none
2015	My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.	ambience	4	none
2015	My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.	service	4	none
2016	We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.	price	4	none
2016	We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.	anecdotes	4	none
2016	We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.	food	1	neutral
2016	We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.	ambience	4	none
2016	We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.	service	4	none
2017	Be careful of portions - they're HUGE.	price	4	none
2017	Be careful of portions - they're HUGE.	anecdotes	4	none
2017	Be careful of portions - they're HUGE.	food	0	positive
2017	Be careful of portions - they're HUGE.	ambience	4	none
2017	Be careful of portions - they're HUGE.	service	4	none
2018	I was pretty much full after our fondue appetizer.	price	4	none
2018	I was pretty much full after our fondue appetizer.	anecdotes	0	positive
2018	I was pretty much full after our fondue appetizer.	food	0	positive
2018	I was pretty much full after our fondue appetizer.	ambience	4	none
2018	I was pretty much full after our fondue appetizer.	service	4	none
2019	I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).	price	4	none
2019	I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).	anecdotes	4	none
2019	I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).	food	3	conflict
2019	I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).	ambience	4	none
2019	I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).	service	4	none
202	So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.	price	4	none
202	So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.	anecdotes	4	none
202	So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.	food	4	none
202	So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.	ambience	3	conflict
202	So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.	service	4	none
2020	We ended the dinner with a surprisingly light and flaky apple tarte tatin.	price	4	none
2020	We ended the dinner with a surprisingly light and flaky apple tarte tatin.	anecdotes	4	none
2020	We ended the dinner with a surprisingly light and flaky apple tarte tatin.	food	0	positive
2020	We ended the dinner with a surprisingly light and flaky apple tarte tatin.	ambience	4	none
2020	We ended the dinner with a surprisingly light and flaky apple tarte tatin.	service	4	none
2024	No apologies during restaurant week.	price	4	none
2024	No apologies during restaurant week.	anecdotes	2	negative
2024	No apologies during restaurant week.	food	4	none
2024	No apologies during restaurant week.	ambience	4	none
2024	No apologies during restaurant week.	service	4	none
2025	No free drink.	price	2	negative
2025	No free drink.	anecdotes	4	none
2025	No free drink.	food	4	none
2025	No free drink.	ambience	4	none
2025	No free drink.	service	4	none
2026	Butter was melted, white wine warm, cheese oozing everywhere.	price	4	none
2026	Butter was melted, white wine warm, cheese oozing everywhere.	anecdotes	4	none
2026	Butter was melted, white wine warm, cheese oozing everywhere.	food	2	negative
2026	Butter was melted, white wine warm, cheese oozing everywhere.	ambience	4	none
2026	Butter was melted, white wine warm, cheese oozing everywhere.	service	4	none
2027	A million better places to go in the city.	price	4	none
2027	A million better places to go in the city.	anecdotes	2	negative
2027	A million better places to go in the city.	food	4	none
2027	A million better places to go in the city.	ambience	4	none
2027	A million better places to go in the city.	service	4	none
2028	My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.	price	4	none
2028	My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.	anecdotes	0	positive
2028	My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.	food	0	positive
2028	My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.	ambience	4	none
2028	My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.	service	4	none
2029	We ran a little late for the reservation but it wasn't a problem to get our table immediately.	price	4	none
2029	We ran a little late for the reservation but it wasn't a problem to get our table immediately.	anecdotes	1	neutral
2029	We ran a little late for the reservation but it wasn't a problem to get our table immediately.	food	4	none
2029	We ran a little late for the reservation but it wasn't a problem to get our table immediately.	ambience	4	none
2029	We ran a little late for the reservation but it wasn't a problem to get our table immediately.	service	0	positive
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	price	4	none
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	anecdotes	4	none
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	food	4	none
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	ambience	4	none
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	service	0	positive
2033	If you love wine and cheese and delicious french fare, you'll love Artisanal!	price	4	none
2033	If you love wine and cheese and delicious french fare, you'll love Artisanal!	anecdotes	4	none
2033	If you love wine and cheese and delicious french fare, you'll love Artisanal!	food	0	positive
2033	If you love wine and cheese and delicious french fare, you'll love Artisanal!	ambience	4	none
2033	If you love wine and cheese and delicious french fare, you'll love Artisanal!	service	4	none
2034	For being number 1, this place has alot of work to do in order to truly earn its so called reputation.	price	4	none
2034	For being number 1, this place has alot of work to do in order to truly earn its so called reputation.	anecdotes	2	negative
2034	For being number 1, this place has alot of work to do in order to truly earn its so called reputation.	food	4	none
2034	For being number 1, this place has alot of work to do in order to truly earn its so called reputation.	ambience	4	none
2034	For being number 1, this place has alot of work to do in order to truly earn its so called reputation.	service	4	none
2035	Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.	price	4	none
2035	Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.	anecdotes	4	none
2035	Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.	food	2	negative
2035	Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.	ambience	4	none
2035	Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.	service	2	negative
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	price	2	negative
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	anecdotes	4	none
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	food	2	negative
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	ambience	4	none
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	service	4	none
2037	This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.	price	2	negative
2037	This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.	anecdotes	2	negative
2037	This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.	food	1	neutral
2037	This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.	ambience	4	none
2037	This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.	service	4	none
2038	The food was boring and expensive.	price	2	negative
2038	The food was boring and expensive.	anecdotes	4	none
2038	The food was boring and expensive.	food	2	negative
2038	The food was boring and expensive.	ambience	4	none
2038	The food was boring and expensive.	service	4	none
2039	They charge $6.00 for rice.	price	2	negative
2039	They charge $6.00 for rice.	anecdotes	4	none
2039	They charge $6.00 for rice.	food	4	none
2039	They charge $6.00 for rice.	ambience	4	none
2039	They charge $6.00 for rice.	service	4	none
204	Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.	price	4	none
204	Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.	anecdotes	4	none
204	Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.	food	4	none
204	Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.	ambience	3	conflict
204	Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.	service	4	none
2040	The makhani was OK --the korma was bland.	price	4	none
2040	The makhani was OK --the korma was bland.	anecdotes	4	none
2040	The makhani was OK --the korma was bland.	food	2	negative
2040	The makhani was OK --the korma was bland.	ambience	4	none
2040	The makhani was OK --the korma was bland.	service	4	none
2041	The best thing I tasted were the lambchops.	price	4	none
2041	The best thing I tasted were the lambchops.	anecdotes	4	none
2041	The best thing I tasted were the lambchops.	food	0	positive
2041	The best thing I tasted were the lambchops.	ambience	4	none
2041	The best thing I tasted were the lambchops.	service	4	none
2042	Not worth the prices.	price	2	negative
2042	Not worth the prices.	anecdotes	4	none
2042	Not worth the prices.	food	4	none
2042	Not worth the prices.	ambience	4	none
2042	Not worth the prices.	service	4	none
205	The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.	price	4	none
205	The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.	anecdotes	4	none
205	The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.	food	4	none
205	The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.	ambience	4	none
205	The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.	service	3	conflict
2051	Ive been here so many times the waiters know my name.	price	4	none
2051	Ive been here so many times the waiters know my name.	anecdotes	1	neutral
2051	Ive been here so many times the waiters know my name.	food	4	none
2051	Ive been here so many times the waiters know my name.	ambience	4	none
2051	Ive been here so many times the waiters know my name.	service	4	none
2052	Deff recimmend Bukhara they also have opened two new locations guess ill try them out.	price	4	none
2052	Deff recimmend Bukhara they also have opened two new locations guess ill try them out.	anecdotes	0	positive
2052	Deff recimmend Bukhara they also have opened two new locations guess ill try them out.	food	4	none
2052	Deff recimmend Bukhara they also have opened two new locations guess ill try them out.	ambience	4	none
2052	Deff recimmend Bukhara they also have opened two new locations guess ill try them out.	service	4	none
2053	Overall A oh ya even though there is waiting it is deff worth it	price	4	none
2053	Overall A oh ya even though there is waiting it is deff worth it	anecdotes	0	positive
2053	Overall A oh ya even though there is waiting it is deff worth it	food	4	none
2053	Overall A oh ya even though there is waiting it is deff worth it	ambience	4	none
2053	Overall A oh ya even though there is waiting it is deff worth it	service	2	negative
2054	First of all Dal Bukhara Rocks.	price	4	none
2054	First of all Dal Bukhara Rocks.	anecdotes	0	positive
2054	First of all Dal Bukhara Rocks.	food	4	none
2054	First of all Dal Bukhara Rocks.	ambience	4	none
2054	First of all Dal Bukhara Rocks.	service	4	none
2057	I am happy i did the food was awsome.	price	4	none
2057	I am happy i did the food was awsome.	anecdotes	4	none
2057	I am happy i did the food was awsome.	food	0	positive
2057	I am happy i did the food was awsome.	ambience	4	none
2057	I am happy i did the food was awsome.	service	4	none
2058	JUST AWSOME.	price	4	none
2058	JUST AWSOME.	anecdotes	0	positive
2058	JUST AWSOME.	food	4	none
2058	JUST AWSOME.	ambience	4	none
2058	JUST AWSOME.	service	4	none
2059	and yes Dal Bukhara is so dam good and so are all the kababs.	price	4	none
2059	and yes Dal Bukhara is so dam good and so are all the kababs.	anecdotes	4	none
2059	and yes Dal Bukhara is so dam good and so are all the kababs.	food	0	positive
2059	and yes Dal Bukhara is so dam good and so are all the kababs.	ambience	4	none
2059	and yes Dal Bukhara is so dam good and so are all the kababs.	service	4	none
206	Of course the reason its so packed is because the food is so delicious!	price	4	none
206	Of course the reason its so packed is because the food is so delicious!	anecdotes	4	none
206	Of course the reason its so packed is because the food is so delicious!	food	0	positive
206	Of course the reason its so packed is because the food is so delicious!	ambience	4	none
206	Of course the reason its so packed is because the food is so delicious!	service	4	none
2060	They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.	price	4	none
2060	They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.	anecdotes	1	neutral
2060	They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.	food	4	none
2060	They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.	ambience	4	none
2060	They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.	service	4	none
2061	but overall i give it a 10	price	4	none
2061	but overall i give it a 10	anecdotes	0	positive
2061	but overall i give it a 10	food	4	none
2061	but overall i give it a 10	ambience	4	none
2061	but overall i give it a 10	service	4	none
2062	just got back from lunch at Tamarind and it was excellent.	price	4	none
2062	just got back from lunch at Tamarind and it was excellent.	anecdotes	4	none
2062	just got back from lunch at Tamarind and it was excellent.	food	0	positive
2062	just got back from lunch at Tamarind and it was excellent.	ambience	4	none
2062	just got back from lunch at Tamarind and it was excellent.	service	4	none
2063	we decided to eat in tea room which was small and cute.	price	4	none
2063	we decided to eat in tea room which was small and cute.	anecdotes	4	none
2063	we decided to eat in tea room which was small and cute.	food	4	none
2063	we decided to eat in tea room which was small and cute.	ambience	0	positive
2063	we decided to eat in tea room which was small and cute.	service	4	none
2064	we split a tasty vegetable samosa and the malai tikka wrap.	price	4	none
2064	we split a tasty vegetable samosa and the malai tikka wrap.	anecdotes	4	none
2064	we split a tasty vegetable samosa and the malai tikka wrap.	food	0	positive
2064	we split a tasty vegetable samosa and the malai tikka wrap.	ambience	4	none
2064	we split a tasty vegetable samosa and the malai tikka wrap.	service	4	none
2065	I definitely will go back.	price	4	none
2065	I definitely will go back.	anecdotes	0	positive
2065	I definitely will go back.	food	4	none
2065	I definitely will go back.	ambience	4	none
2065	I definitely will go back.	service	4	none
2066	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.	price	4	none
2066	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.	anecdotes	4	none
2066	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.	food	3	conflict
2066	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.	ambience	4	none
2066	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.	service	4	none
2067	Decor is nice though service can be spotty.	price	4	none
2067	Decor is nice though service can be spotty.	anecdotes	4	none
2067	Decor is nice though service can be spotty.	food	4	none
2067	Decor is nice though service can be spotty.	ambience	0	positive
2067	Decor is nice though service can be spotty.	service	0	positive
2068	This place is always packed.	price	4	none
2068	This place is always packed.	anecdotes	1	neutral
2068	This place is always packed.	food	4	none
2068	This place is always packed.	ambience	4	none
2068	This place is always packed.	service	4	none
2069	I know because I live nearby.	price	4	none
2069	I know because I live nearby.	anecdotes	1	neutral
2069	I know because I live nearby.	food	4	none
2069	I know because I live nearby.	ambience	4	none
2069	I know because I live nearby.	service	4	none
2070	Most importantly, food is excellent.	price	4	none
2070	Most importantly, food is excellent.	anecdotes	4	none
2070	Most importantly, food is excellent.	food	0	positive
2070	Most importantly, food is excellent.	ambience	4	none
2070	Most importantly, food is excellent.	service	4	none
2071	Try the sea bass.	price	4	none
2071	Try the sea bass.	anecdotes	4	none
2071	Try the sea bass.	food	0	positive
2071	Try the sea bass.	ambience	4	none
2071	Try the sea bass.	service	4	none
2072	Highly recommended.	price	4	none
2072	Highly recommended.	anecdotes	0	positive
2072	Highly recommended.	food	4	none
2072	Highly recommended.	ambience	4	none
2072	Highly recommended.	service	4	none
